// Banco de Dados de Quests
//
// Estrutura do Banco de Dados :
// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,Quest Title
// Traduzido de acordo com o questid2display do bRO [Asus]
//
8027,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8028,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8029,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8030,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8031,0,0,0,0,0,0,0,"Fábrica de Einbroch"
8032,0,0,0,0,0,0,0,"Favor para Tarlock"
8033,0,0,0,0,0,0,0,"Favor para Ferlock"
8034,0,0,0,0,0,0,0,"Favor para Ferlock"
8035,0,0,0,0,0,0,0,"A carta para Tarlock"
8036,0,0,0,0,0,0,0,"Favor para Hallen"
8037,0,0,0,0,0,0,0,"A carta para Kaci"
8038,0,0,0,0,0,0,0,"A carta para Kaci"
8039,0,0,0,0,0,0,0,"Segredo dos Aeroplanos"
8040,0,0,0,0,0,0,0,"Segredo dos Aeroplanos"
8041,0,0,0,0,0,0,0,"Segredo dos Aeroplanos"
8042,0,0,0,0,0,0,0,"Segredo dos Aeroplanos"
8043,0,0,0,0,0,0,0,"Segredo dos Aeroplanos"
8044,0,0,0,0,0,0,0,"Noivo de Euslan"
8045,0,0,0,0,0,0,0,"Dicas de Kaci"
8046,0,0,0,0,0,0,0,"Lista de Passageiros de Ferlock"
8047,0,0,0,0,0,0,0,"Favor para Euslan"
8048,0,0,0,0,0,0,0,"Relato de Eukran"
8049,0,0,0,0,0,0,0,"Favor para Thierry"
8050,0,0,0,0,0,0,0,"Perigo para Thierry"
8051,0,0,0,0,0,0,0,"Remédio de Euslan"
8052,0,0,0,0,0,0,0,"Favor para Thierry"
8053,0,0,0,0,0,0,0,"Encontrando o Filho"
8054,0,0,0,0,0,0,0,"Mensagem de Postell"
8055,0,0,0,0,0,0,0,"Cuidando de Allen"
8056,0,0,0,0,0,0,0,"O agradecimento"
8057,0,0,0,0,0,0,0,"Manainne Resmungando"
8058,0,0,0,0,0,0,0,"Conversa com El Schatt"
8059,0,0,0,0,0,0,0,"Conversa com Perfitz"
8060,0,0,0,0,0,0,0,"El Schatt Teimoso"
8061,0,0,0,0,0,0,0,"Manainne Resmungando"
8062,0,0,0,0,0,0,0,"Espírito de Kanainne"
8063,0,0,0,0,0,0,0,"Kanainne encontra El Schatt"
8064,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8065,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8066,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8067,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8068,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8069,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8070,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8071,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8072,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8073,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8074,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8075,0,0,0,0,0,0,0,"Sopa com Bolinhos de Peixe"
8076,0,0,0,0,0,0,0,"Klitzer and Calla"
8077,0,0,0,0,0,0,0,"Klitzer and Calla"
8078,0,0,0,0,0,0,0,"Klitzer and Calla"
8079,0,0,0,0,0,0,0,"Klitzer and Calla"
8080,0,0,0,0,0,0,0,"Klitzer and Calla"
8081,0,0,0,0,0,0,0,"Klitzer and Calla"
8082,0,0,0,0,0,0,0,"Klitzer and Calla"
8083,0,0,0,0,0,0,0,"Klitzer and Calla"
8084,0,0,0,0,0,0,0,"Klitzer and Calla"
8085,0,0,0,0,0,0,0,"Klitzer and Calla"
8086,0,0,0,0,0,0,0,"Klitzer and Calla"
8087,0,0,0,0,0,0,0,"Klitzer and Calla"
8088,0,0,0,0,0,0,0,"Klitzer and Calla"
8089,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8090,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8091,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8092,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8093,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8094,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8095,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8096,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8097,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8098,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8099,0,0,0,0,0,0,0,"Criança Desaparecida em Rachel"
8100,0,0,0,0,0,0,0,"Templo de Rachel"
8101,0,0,0,0,0,0,0,"Templo de Rachel"
8102,0,0,0,0,0,0,0,"Templo de Rachel"
8103,0,0,0,0,0,0,0,"Templo de Rachel"
8104,0,0,0,0,0,0,0,"Templo de Rachel"
8105,0,0,0,0,0,0,0,"Templo de Rachel"
8106,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8107,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8108,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8109,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8110,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8111,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8112,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8113,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8114,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8115,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8116,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8117,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8118,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8119,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8120,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8121,0,0,0,0,0,0,0,"Mistério de Bruspetti"
8122,0,0,0,0,0,0,0,"Bruspetti's resting place"
8123,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8124,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8125,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8126,0,0,0,0,0,0,0,"Ayotaya's world famous dish, Tom Yum Goong"
8127,0,0,0,0,0,0,0,"Momotaro Field Trip"
8128,0,0,0,0,0,0,0,"Momotaro Field Trip"
8129,0,0,0,0,0,0,0,"Momotaro Field Trip"
8130,0,0,0,0,0,0,0,"Momotaro Field Trip"
8131,0,0,0,0,0,0,0,"The mother of lord in Amatsu"
8132,0,0,0,0,0,0,0,"The mother of lord in Amatsu"
8133,0,0,0,0,0,0,0,"Song of the fox"
8134,0,0,0,0,0,0,0,"Boy at the Northern Shrine"
8135,0,0,0,0,0,0,0,"Fox Expelled"
8136,0,0,0,0,0,0,0,"The Gray Wolf's Warning"
8137,0,0,0,0,0,0,0,"Finding the Keymaker"
8138,0,0,0,0,0,0,0,"Blacksmith's Request"
8139,0,0,0,0,0,0,0,"The Golden Key"
8140,0,0,0,0,0,0,0,"The Red Ring"
8141,0,0,0,0,0,0,0,"Mashenka's Red Ring"
8142,0,0,0,0,0,0,0,"Searching the Marsh"
8143,0,0,0,0,0,0,0,"The Flute's Voice"
8144,0,0,0,0,0,0,0,"Ryubaba's Confession"
8145,0,0,0,0,0,0,0,"Worried Mother's Request"
8146,0,0,0,0,0,0,0,"Finding Lusalka"
8147,0,0,0,0,0,0,0,"Lusalka's Beloved"
8148,0,0,0,0,0,0,0,"Lusalka's Beloved"
8149,0,0,0,0,0,0,0,"Searching for Igor"
8150,0,0,0,0,0,0,0,"Igor's message"
8151,0,0,0,0,0,0,0,"Marozka's Cave"
8152,0,0,0,0,0,0,0,"The Golden Thread"
8153,0,0,0,0,0,0,0,"Test of mind and wisdom"
8154,0,0,0,0,0,0,0,"The Keymaker"
8155,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8156,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8157,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8158,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8159,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8160,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8161,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8162,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8163,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8164,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8165,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8166,0,0,0,0,0,0,0,"Baba Yaga's Favor"
8167,0,0,0,0,0,0,0,"The Golden Key"
8168,0,0,0,0,0,0,0,"Koshei, the Immortal"
8169,0,0,0,0,0,0,0,"Living and Dead Water"
8170,0,0,0,0,0,0,0,"Living and Dead Water"
8171,0,0,0,0,0,0,0,"Living and Dead Water"
//
8181,0,0,0,0,0,0,0,"Sight Blaster"
8182,0,0,0,0,0,0,0,"Push Back Theory"
8183,0,0,0,0,0,0,0,"Sight Blaster"
8184,0,0,0,0,0,0,0,"Elemental Converter"
8185,0,0,0,0,0,0,0,"Elemental Change"
8186,0,0,0,0,0,0,0,"Fire Elemental Change"
8187,0,0,0,0,0,0,0,"Earth Elemental Change"
8188,0,0,0,0,0,0,0,"Wind Elemental Change"
8189,0,0,0,0,0,0,0,"Water Elemental Change"
8190,0,0,0,0,0,0,0,"Charming Wink"
8191,0,0,0,0,0,0,0,"Charming Advisor"
8192,0,0,0,0,0,0,0,"Selfish Advisor"
8193,0,0,0,0,0,0,0,"Selfish Advisor"
8194,0,0,0,0,0,0,0,"Drunken Advisor"
8195,0,0,0,0,0,0,0,"Kind Canell"
8196,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8197,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8198,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8199,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8200,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8201,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8202,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8203,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8204,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8205,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8206,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8207,0,0,0,0,0,0,0,"Rivalidade na Aliança."
8208,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8209,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8210,0,0,0,0,0,0,0,"Rivalidade na Aliança"
8211,0,0,0,0,0,0,0,"Shurank's Lecture"
8212,0,0,0,0,0,0,0,"Shurank's Lecture"
8213,0,0,0,0,0,0,0,"Shurank's Lecture"
8214,0,0,0,0,0,0,0,"Shurank's Lecture"
8215,0,0,0,0,0,0,0,"Shurank's Lecture"
8216,0,0,0,0,0,0,0,"Shurank's Order"
8217,0,0,0,0,0,0,0,"Dequ'ee's Message"
8218,0,0,0,0,0,0,0,"Shurank's Lecture"
8219,0,0,0,0,0,0,0,"Shurank's Lecture"
8220,0,0,0,0,0,0,0,"Shurank's Lecture"
8221,0,0,0,0,0,0,0,"Shurank's Lecture"
8222,0,0,0,0,0,0,0,"Shurank's order"
8223,0,0,0,0,0,0,0,"Dequ'ee's order"
8224,0,0,0,0,0,0,0,"The clue"
8225,0,0,0,0,0,0,0,"Dequ'ee's Reasoning"
8226,0,0,0,0,0,0,0,"Bankley's Death"
8227,0,0,0,0,0,0,0,"Return to Shurank"
8228,0,0,0,0,0,0,0,"Shurank's Lecture"
8229,0,0,0,0,0,0,0,"Guarnien's Lecture"
8230,0,0,0,0,0,0,0,"Guarnien's Lecture"
8231,0,0,0,0,0,0,0,"Guarnien's Lecture"
8232,0,0,0,0,0,0,0,"Guarnien's Lecture"
8233,0,0,0,0,0,0,0,"Guarnien's Lecture"
8234,0,0,0,0,0,0,0,"Prontera Market Research"
8235,0,0,0,0,0,0,0,"Guarnien's Lecture"
8236,0,0,0,0,0,0,0,"Guarnien's Lecture"
8237,0,0,0,0,0,0,0,"Guarnien's Lecture"
8238,0,0,0,0,0,0,0,"Guarnien's Lecture"
8239,0,0,0,0,0,0,0,"Guarnien's Lecture"
8240,0,0,0,0,0,0,0,"Guarnien's Lecture"
8241,0,0,0,0,0,0,0,"Collection of Red Jewel"
8242,0,0,0,0,0,0,0,"Collection of blue Jewel"
8243,0,0,0,0,0,0,0,"Otherworld language"
8244,0,0,0,0,0,0,0,"Fairy and Tree Giant"
8245,0,0,0,0,0,0,0,"Language sample investigation"
8246,0,0,0,0,0,0,0,"Language sample investigation"
8247,0,0,0,0,0,0,0,"Research progress"
8248,0,0,0,0,0,0,0,"Research progress"
8249,0,0,0,0,0,0,0,"The save of info"
8250,0,0,0,0,0,0,0,"The stone in otherworld"
8251,0,0,0,0,0,0,0,"Injection of magic"
8252,0,0,0,0,0,0,0,"Handworked jewels"
8253,3600,0,0,0,0,0,0,"Language translation device"
//
9000,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9001,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9002,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9003,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9004,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9005,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9006,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9007,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9008,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9009,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9010,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9011,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro"
9012,0,0,0,0,0,0,0,"Mudança de Classe: Cavaleiro!"
9013,0,0,0,0,0,0,0,"Mudança de Classe: Bruxo"
9014,0,0,0,0,0,0,0,"Mudança de Classe: Bruxo"
9015,0,0,0,0,0,0,0,"Mudança de Classe: Bruxo"
9016,0,0,0,0,0,0,0,"Mudança de Classe: Bruxo"
9017,0,0,0,0,0,0,0,"Mudança de Classe: Bruxo"
9018,0,0,0,0,0,0,0,"Mudança de Classe: Bruxo!"
//
9028,0,0,0,0,0,0,0,"Captura de Anêmonas"
9029,86400,0,0,0,0,0,0,"Captura de Anêmonas: Andamento"
//
10000,0,0,0,0,0,0,0,"Para a Corte Real de Prontera"
10001,0,0,0,0,0,0,0,"Teste de Qualificação"
10002,0,0,0,0,0,0,0,"Entrevista de Qualificaçã"
10003,0,0,0,0,0,0,0,"Instruções"
10004,0,0,0,0,0,0,0,"Relatório Temporário"
10005,0,0,0,0,0,0,0,"Príncipe Eigen Ahrum"
10006,0,0,0,0,0,0,0,"Príncipe Ernst"
10007,0,0,0,0,0,0,0,"Príncipe Poe"
10008,0,0,0,0,0,0,0,"Príncipe Peter"
10009,0,0,0,0,0,0,0,"Príncipe Urugen"
10010,0,0,0,0,0,0,0,"Príncipe Helmut"
10011,0,0,0,0,0,0,0,"Príncipe Erich"
10012,0,0,0,0,0,0,0,"Dois Príncipes"
10013,0,0,0,0,0,0,0,"A Garota Desconhecida"
10014,0,0,0,0,0,0,0,"De volta a Peter"
//10015,0,0,0,0,0,0,0,"Test 15"
10016,0,0,0,0,0,0,0,"Convidado da Família Walter"
10017,0,0,0,0,0,0,0,"Conspiração"
10018,0,0,0,0,0,0,0,"Ahrum Vilanesco - Poe"
10019,0,0,0,0,0,0,0,"Ahrum Vilanesco - Peter"
10020,0,0,0,0,0,0,0,"Ahrum Vilanesco - Erich"
10021,0,0,0,0,0,0,0,"Ahrum Vilanesco - Urugen"
10022,0,0,0,0,0,0,0,"Ahrum Vilanesco - Helmut"
10023,0,0,0,0,0,0,0,"Eigen Ahrum e Ernst -Antes-"
10024,0,0,0,0,0,0,0,"Eigen Ahrum e Ernst -Depois-"
10025,0,0,0,0,0,0,0,"Adeus!"
10026,0,0,0,0,0,0,0,"Reforming Meto"
10027,0,0,0,0,0,0,0,"Reforming Meto"
10028,0,0,0,0,0,0,0,"Reforming Meto"
10029,0,0,0,0,0,0,0,"Reforming Meto"
10030,0,0,0,0,0,0,0,"Reforming Meto"
10031,0,0,0,0,0,0,0,"Reforming Meto"
10032,0,0,0,0,0,0,0,"Reforming Meto"
10033,0,0,0,0,0,0,0,"Reforming Meto"
10034,0,0,0,0,0,0,0,"Search the knife"
10035,0,0,0,0,0,0,0,"Deliver the knife"
10036,0,0,0,0,0,0,0,"Material Supply-Candy"
10037,0,0,0,0,0,0,0,"Material Supply-Crap Shells"
10038,0,0,0,0,0,0,0,"Material Supply-Conch"
10039,0,0,0,0,0,0,0,"Material Supply-Fish Tail"
10040,0,0,0,0,0,0,0,"Material Supply-White_Platter"
10041,0,0,0,0,0,0,0,"Material Supply-?"
10042,0,0,0,0,0,0,0,"Find the Piano Keys-5 remained"
10043,0,0,0,0,0,0,0,"Find the Piano Keys-5 remained"
10044,0,0,0,0,0,0,0,"Find the Piano Keys-4 remained"
10045,0,0,0,0,0,0,0,"Find the Piano Keyboard-4 remained"
10046,0,0,0,0,0,0,0,"Find the Piano Keyboard-3 remained"
10047,0,0,0,0,0,0,0,"Find the Piano Keyboard-3 remained"
10048,0,0,0,0,0,0,0,"Find the Piano Keyboard-2 remained"
10049,0,0,0,0,0,0,0,"Find the Piano Keyboard-2 remained"
10050,0,0,0,0,0,0,0,"Find the Piano Keyboard-1 remained"
10051,0,0,0,0,0,0,0,"Find the Piano Keyboard-1 remained"
10052,0,0,0,0,0,0,0,"Find the Piano Keyboard-To the piano"
10053,0,0,0,0,0,0,0,"Find the Piano Keyboard-Fill the empty spot"
10054,0,0,0,0,0,0,0,"On the Verge of the Escape-Clint Kana"
10055,0,0,0,0,0,0,0,"Understanding the culture of Utan"
10056,0,0,0,0,0,0,0,"Learning Utan Language"
10057,0,0,0,0,0,0,0,"Outra Dimensão"
10058,0,0,0,0,0,0,0,"Outra Dimensão"
10059,0,0,0,0,0,0,0,"Outra Dimensão"
10060,0,0,0,0,0,0,0,"Outra Dimensão"
10061,0,0,0,0,0,0,0,"Outra Dimensão"
10062,0,0,0,0,0,0,0,"Outra Dimensão"
10063,0,0,0,0,0,0,0,"Outra Dimensão"
10064,0,0,0,0,0,0,0,"Outra Dimensão"
10065,0,0,0,0,0,0,0,"Outra Dimensão"
10066,0,0,0,0,0,0,0,"Outra Dimensão"
10067,0,0,0,0,0,0,0,"Outra Dimensão"
10068,0,0,0,0,0,0,0,"Outra Dimensão"
10069,0,0,0,0,0,0,0,"Outra Dimensão"
10070,0,0,0,0,0,0,0,"Outra Dimensão"
10071,0,0,0,0,0,0,0,"Outra Dimensão"
10072,0,0,0,0,0,0,0,"Outra Dimensão"
10073,0,0,0,0,0,0,0,"Outra Dimensão"
10074,0,0,0,0,0,0,0,"Outra Dimensão"
10075,0,0,0,0,0,0,0,"Outra Dimensão"
10076,0,0,0,0,0,0,0,"Outra Dimensão"
10077,0,0,0,0,0,0,0,"Outra Dimensão"
10078,0,0,0,0,0,0,0,"Outra Dimensão"
10079,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10080,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10081,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10082,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10083,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10084,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10085,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10086,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10087,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10088,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
10089,0,0,0,0,0,0,0,"Escape from the reality, into the broad world"
//
11000,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11001,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11002,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11003,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11004,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11005,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11006,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11007,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11008,0,0,0,0,0,0,0,"Inspeção do Templo de Odin"
11009,0,0,0,0,0,0,0,"Biopesquisador"
11010,0,0,0,0,0,0,0,"Biopesquisador"
11011,0,0,0,0,0,0,0,"Biopesquisador"
11012,0,0,0,0,0,0,0,"Biopesquisador"
11013,0,0,0,0,0,0,0,"Biopesquisador"
11014,0,0,0,0,0,0,0,"Biopesquisador"
11015,0,0,0,0,0,0,0,"Biopesquisador"
11016,0,0,0,0,0,0,0,"Biopesquisador"
11017,0,0,0,0,0,0,0,"Explorando Juperos"
11018,0,0,0,0,0,0,0,"Explorando Juperos"
11019,0,0,0,0,0,0,0,"Explorando Juperos"
11020,0,0,0,0,0,0,0,"Explorando Juperos"
11021,0,0,0,0,0,0,0,"Explorando Juperos"
11022,0,0,0,0,0,0,0,"Explorando Juperos"
// iRO Event Quest
//11023,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 1"
//11024,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 2"
//11025,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 3"
//11026,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 4"
//11027,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 5"
//11028,0,0,0,0,0,0,0,"Help Mr. Zabaroo - 6"
11029,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11030,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11031,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11032,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11033,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11034,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11035,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11036,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11037,0,0,0,0,0,0,0,"Going to the Turtle Island.."
11038,0,0,0,0,0,0,0,"Meet the Dead"
11039,0,0,0,0,0,0,0,"Meet the Dead"
11040,0,0,0,0,0,0,0,"Meet the Dead"
11041,0,0,0,0,0,0,0,"Meet the Dead"
11042,0,0,0,0,0,0,0,"Meet the Dead"
11043,0,0,0,0,0,0,0,"Meet the Dead"
11044,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11045,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11046,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11047,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11048,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11049,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11050,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11051,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11052,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11053,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11054,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11055,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11056,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11057,0,0,0,0,0,0,0,"Herb Medicine - Being a Doctor's Assistance"
11070,0,0,0,0,0,0,0,"Poison King"
11071,0,0,0,0,0,0,0,"Poison King"
11072,0,0,0,0,0,0,0,"Poison King"
11073,0,0,0,0,0,0,0,"Poison King"
11074,0,0,0,0,0,0,0,"Poison King"
11075,0,0,0,0,0,0,0,"Poison King"
11076,0,0,0,0,0,0,0,"Poison King"
11077,0,0,0,0,0,0,0,"Poison King"
11078,0,0,0,0,0,0,0,"Poison King"
11079,0,0,0,0,0,0,0,"Poison King"
11080,0,0,0,0,0,0,0,"Poison King"
11081,0,0,0,0,0,0,0,"Poison King"
11082,0,0,0,0,0,0,0,"Poison King"
11083,0,0,0,0,0,0,0,"Poison King"
11084,0,0,0,0,0,0,0,"New Surroundings"
11085,0,0,0,0,0,0,0,"New Surroundings"
11086,0,0,0,0,0,0,0,"New Surroundings"
11087,0,0,0,0,0,0,0,"Repairing the Tent"
11088,0,0,0,0,0,0,0,"Repairing the Tent"
11089,0,0,0,0,0,0,0,"Repairing the Tent"
11090,0,0,0,0,0,0,0,"Repairing the Tent"
11091,0,0,0,0,0,0,0,"Delivering Supplies"
11092,0,0,0,0,0,0,0,"Delivering Supplies"
11093,0,0,0,0,0,0,0,"Delivering Supplies"
11094,0,0,0,0,0,0,0,"Delivering Supplies"
11095,0,0,0,0,0,0,0,"Delivering Supplies"
11096,0,0,0,0,0,0,0,"Delivering Supplies"
11097,0,0,0,0,0,0,0,"Delivering Supplies"
11098,0,0,0,0,0,0,0,"Delivering Supplies"
11099,0,0,0,0,0,0,0,"To My Friend!"
11100,0,0,0,0,0,0,0,"To My Friend!"
11101,0,0,0,0,0,0,0,"Secret note of Bazet"
11102,0,0,0,0,0,0,0,"Secret note of Bazet"
11103,0,0,0,0,0,0,0,"Secret note of Bazet"
11104,0,0,0,0,0,0,0,"Resting time"
11105,0,0,0,0,0,0,0,"Tendrilrion skin"
//
12000,0,0,0,0,0,0,0,"Amigos: Discordância"
12001,0,0,0,0,0,0,0,"Amigos: Tão perto e tão longe"
12002,0,0,0,0,0,0,0,"Amigos: Mensageiro da Amizade"
12003,0,0,0,0,0,0,0,"Amigos: Outro amigo"
12004,0,0,0,0,0,0,0,"Amigos: Diário"
12005,0,0,0,0,0,0,0,"Amigos: Pensamentos"
12006,0,0,0,0,0,0,0,"Amigos: Segredo Eterno"
12007,0,0,0,0,0,0,0,"Suprimento de Armas - 1"
12008,0,0,0,0,0,0,0,"Suprimento de Armas - 2"
12009,0,0,0,0,0,0,0,"Suprimento de Armas - Falha"
12010,0,0,0,0,0,0,0,"Suprimento de Armas - 3"
12011,0,0,0,0,0,0,0,"Suprimento de Armas - 4"
12012,0,0,0,0,0,0,0,"Suprimento de Armas - 5"
12013,0,0,0,0,0,0,0,"Suprimento de Armas - 6"
12014,0,0,0,0,0,0,0,"More missions"
12015,0,0,0,0,0,0,0,"More missions"
12016,0,0,0,0,0,0,0,"What's in the packages..."
//
12029,0,0,0,0,0,0,0,"Lost Engagement Ring"
12030,0,0,0,0,0,0,0,"Engagement Ring Found"
12031,0,0,0,0,0,0,0,"Find Annon"
12032,0,0,0,0,0,0,0,"Searching for Annon"
12033,0,0,0,0,0,0,0,"Traces of blood"
12034,0,0,0,0,0,0,0,"Annon's side of the story"
12035,0,0,0,0,0,0,0,"Holy Threads"
12036,0,0,0,0,0,0,0,"The Stone Slate Message"
12037,0,0,0,0,0,0,0,"Holier Threads"
12038,0,0,0,0,0,0,0,"Searching for the Sa-mhing Tiger"
12039,0,0,0,0,0,0,0,"Boonthom's Comrade"
12040,0,0,0,0,0,0,0,"Benkaistein's Journal"
12041,0,0,0,0,0,0,0,"Benkaistein's Journal"
12042,0,0,0,0,0,0,0,"Benkaistein's Journal"
12043,0,0,0,0,0,0,0,"Pass to the Slums"
